Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
MSIU,MEDICAL SUPPLY INTL USA,Pink No Information,0.050800,,0 ,Common Stock,USA,New York
GBUX,GIVBUX INC,Pink No Information,2.550000,,0 ,Common Stock,USA,California
SDVI,SIGNATURE DEVICES INC,Pink No Information,0.000500,-16.6667,"27,642,238 ",Common Stock,USA,California
QUAN,QUANTUM INTL CORP,Pink No Information,0.054000,-1.4599,"16,697 ",Common Stock,USA,Texas
PFNL,PLYMOUTH FINANCIAL CORP,Pink No Information,0.001300,,0 ,Common Stock,USA,Michigan
HAON,HALITRON INC,Pink No Information,0.000450,-10,"74,987,113 ",Common Stock,USA,Connecticut
CVHL,CV HOLDINGS INC,Pink No Information,0.011110,1,"44,100 ",Common Stock,USA,California
SLJB,SULJA BROS BLDG SUPPLIES,Pink No Information,0.004000,-4.7619,"10,210 ",Common Stock,USA,Texas
NRCD,NASHVILLE RECORDS INC,Pink No Information,0.025100,,0 ,Common Stock,USA,Florida
GZCC,GUOZI ZHONGYU CAPITAL HLD,Pink No Information,0.080000,,0 ,Common Stock,USA,California
HYWI,HOLLYWOOD INTER INC,Pink No Information,0.000600,-40,"585,980 ",Common Stock,USA,California
TAGP,TRISTAR ACQUISITION GRP,Pink No Information,0.800000,,0 ,Common Stock,USA,New York
KLGG,KLEGG ELECTRONICS INC,Pink No Information,0.003100,-16.2162,"339,460 ",Common Stock,USA,Nevada
QEGY,QUANTUM ENERGY INC,Pink No Information,0.765000,3.3784,"12,090 ",Common Stock,USA,West Virginia
FAGI,FULL ALLIANCE GROUP INC,Pink No Information,0.016115,-1.0743,926 ,Common Stock,USA,California
ORMTQ,ORMET CORP,Pink No Information,0.009500,0,"25,000 ",Common Stock,USA,Ohio
TWNE,TOWNE BANCORP INC AZ,Pink No Information,0.020100,,0 ,Common Stock,USA,Arizona
EXBX,EXOBOX TECHNOLOGIES CORP,Pink No Information,0.006500,4.8387,"356,407 ",Common Stock,USA,New York
ACNI,AMER CMNTY NEWSPAPRS INC,Pink No Information,0.008000,,0 ,Common Stock,USA,Texas
SCGX,SAXON CAPITAL GROUP INC,Pink No Information,1.600000,,0 ,Common Stock,USA,Arizona
LOGL,LEGEND OIL AND GAS LTD,Pink No Information,0.001400,-39.1304,"1,126,219 ",Common Stock,USA,Georgia
CGSO,CENTERGISTIC SLTNS INC,Pink No Information,0.006100,,0 ,Common Stock,USA,California
JERT,JER INVESTORS TR INC NEW,Pink No Information,0.060000,-0.8264,"6,099 ",Common Stock,USA,Virginia
AERS,AERIUS,Pink No Information,0.015000,-6.8323,"316,200 ",Common Stock,USA,Nevada
NXSL,NEXTECH SOLUTIONS INC,Pink No Information,0.012500,-47.9167,100 ,Common Stock,USA,Texas
SHMN,SOHM INC,Pink No Information,0.004200,-12.5,"5,493,354 ",Common Stock,USA,California
HOKUQ,HOKU CORP,Pink No Information,0.008000,-46.6667,"61,505 ",Common Stock,USA,Hawaii
RNWB,RENEWABLE CORP,Pink No Information,0.014000,0.7194,"39,150 ",Common Stock,USA,Florida
MAGP,MAGPLANE TECHNOLOGY INC,Pink No Information,0.007000,,0 ,Common Stock,USA,New Hampshire
KONAQ,KONA GRILL INC,Pink No Information,0.075000,-6.25,"31,440 ",Common Stock,USA,Arizona
IMGX,IMAGE METRICS INC,Pink No Information,0.111600,,0 ,Common Stock,USA,California
BGES,BIO-BRIDGE SCIENCE INC,Pink No Information,0.014000,,0 ,Common Stock,USA,Illinois
NXTYQ,NEXITY FINANCIAL CORP,Pink No Information,0.012000,25.6545,"9,985 ",Common Stock,USA,Alabama
EGOC,ENERGY 1 CORP,Pink No Information,0.004300,0,"4,390,992 ",Common Stock,USA,New York
SSHC,SOUTHSHORE CMNTY BK (FL),Pink No Information,0.047500,,0 ,Common Stock,USA,Florida
SOEN,SOLAR ENERTECH CORP,Pink No Information,0.060000,-1.6393,"44,378 ",Common Stock,USA,California
USRI,USA RECYCLING INDUS INC,Pink No Information,0.050000,,0 ,Common Stock,USA,New York
RKOS,ARKOSE ENERGY CORP,Pink No Information,0.801000,-19.9,201 ,Common Stock,USA,Texas
UMFG,UMF GROUP INC,Pink No Information,0.024000,4.3478,"27,100 ",Common Stock,USA,Colorado
IMTO,INTERMETRO COMMUNS INC,Pink No Information,0.030000,124.3829,"32,839 ",Common Stock,USA,California
LTHO,LEGACY TECH HOLDINGS INC,Pink No Information,0.200000,,0 ,Common Stock,USA,Colorado
FBEC,FBEC WORLDWIDE INC,Pink No Information,0.001700,0,"36,217,531 ",Common Stock,USA,California
EGTK,ENERGTEK INC,Pink No Information,0.004875,0.7231,"1,000 ",Common Stock,USA,New York
IPLB,IPURE LABS INC,Pink No Information,0.305000,,0 ,Common Stock,USA,Nevada
AMAZ,AMAZING ENE OIL & GAS,Pink No Information,0.010950,1.3889,"4,239,017 ",Common Stock,USA,Texas
TRPS,TRIP TECHNOLOGIES INC,Pink No Information,2.750000,,0 ,Common Stock,USA,New York
EPRSQ,EPIRUS BIOPHARMS INC,Pink No Information,0.016000,6.6667,"58,610 ",Common Stock,USA,Massachusetts
PIFR,PREMIER INFORMATION MGMT,Pink No Information,0.072500,-12.6506,"67,174 ",Common Stock,USA,California
CMIT,CMARK INTERNATIONAL INC,Pink No Information,0.002000,,0 ,Common Stock,USA,South Carolina
FLKI,FALKEN INDUSTRIES LTD,Pink No Information,0.004400,-2.2222,"272,928 ",Common Stock,USA,New Jersey
GEGI,GENESIS ELECTRONICS GRP,Pink No Information,0.001700,0,"95,753,799 ",Common Stock,USA,Michigan
AVGG,ADVANCED TECHS GROUP LTD,Pink No Information,0.007000,,0 ,Common Stock,USA,New Jersey
CAPB,CAPITALSOUTH BANCORP,Pink No Information,0.025000,92.3077,"20,000 ",Common Stock,USA,Alabama
TRXO,COLUMBINE VALLEY RESOURCE,Pink No Information,0.030000,,0 ,Common Stock,USA,Colorado
UAPC,UNITED AMERICAN PETR,Pink No Information,0.036000,-1.6393,"532,379 ",Common Stock,USA,Florida
GNOW,AMER CARESOURSE HLDGS INC,Pink No Information,0.007200,-4,"43,549 ",Common Stock,USA,Georgia
OVIT,ONCOVISTA INNVTVE THERPS,Pink No Information,0.036450,17.5806,"11,000 ",Common Stock,USA,Texas
SRNW,STRATOS RENEWABLE CORP,Pink No Information,0.006600,,0 ,Common Stock,USA,California
IMNPQ,IMMUNE PHARMS INC,Pink No Information,0.009250,2.2099,"341,985 ",Common Stock,USA,New Jersey
GEOR,GEOPETRO RES CO,Pink No Information,0.003500,,0 ,Common Stock,USA,California
KYNC,KYN CAPITAL GROUP INC,Pink No Information,0.001500,7.1429,"49,028,299 ",Common Stock,USA,Massachusetts
GYPHQ,GRYPHON GOLD CORP,Pink No Information,0.016000,,0 ,Common Stock,USA,Nevada
WPHM,WINSTON PHARMS INC,Pink No Information,0.078000,-21.9219,"5,480 ",Common Stock,USA,Illinois
ISML,ISM INTERNATIONAL INC,Pink No Information,0.019000,,0 ,Common Stock,USA,Florida
ARGL,ARGYLE SECURITY INC,Pink No Information,0.039250,,0 ,Common Stock,USA,Texas
GFDV,GENERAL FINANCE & DEV INC,Pink No Information,0.800000,,0 ,Common Stock,USA,Minnesota
EXCE,EXCO RESOURCES PAR $,Pink No Information,2.950000,5.3571,159 ,Common Stock,USA,Texas
PCBN,PIEDMONT CMNTY BK GRP GA,Pink No Information,0.040000,,0 ,Common Stock,USA,Georgia
BSGC,BIGSTRING CORP,Pink No Information,0.019000,0,"24,850 ",Common Stock,USA,New Jersey
HOTF,HOT MAMAS FOODS INC CO,Pink No Information,0.060000,22.449,100 ,Common Stock,USA,Massachusetts
THRR,THRESHER INDUSTRIES INC,Pink No Information,0.000400,0,"362,235 ",Common Stock,USA,California
OHAQ,ORACLE HEALTHCARE ACQSTN,Pink No Information,0.008500,-4.4944,178 ,Common Stock,USA,Connecticut
ARVY,ALLIANCE RECOVERY CORP,Pink No Information,0.015100,25.8333,"30,000 ",Common Stock,USA,Michigan
WCBH,WCB HOLDINGS INC,Pink No Information,0.200000,60,"4,815 ",Common Stock,USA,California
ODYC,ODYNE CORP,Pink No Information,0.003700,5.7143,"29,412 ",Common Stock,USA,New York
IMTV,IMAGINATION TV INC,Pink No Information,0.000500,-23.0769,"7,730,200 ",Common Stock,USA,Wyoming
XENO,XENO TRANSPLANTS CORP,Pink No Information,0.017000,,0 ,Common Stock,USA,Massachusetts
PPPS,ISOCIALY INC,Pink No Information,3.250000,,0 ,Common Stock,USA,New York
SOPK,SOUTHPEAK INTERACTIVE CRP,Pink No Information,0.007000,,0 ,Common Stock,USA,Virginia
AWHI,ANGO WORLD HOLDINGS INC,Pink No Information,1.000000,,0 ,Common Stock,USA,Texas
PNNB,PINNACLE BANK OF OREGON,Pink No Information,0.002100,,0 ,Common Stock,USA,Oregon
ORHB,ORHUB INC,Pink No Information,0.031900,,0 ,Common Stock,USA,California
VPOR,VAPOR GROUP INC,Pink No Information,0.000400,0,"11,107,507 ",Common Stock,USA,Florida
CLUBQ,TOWN SPORTS INTL HLDGS,Pink No Information,0.330100,-0.5992,"59,577 ",Common Stock,USA,Florida
SKPN,SKYSHOP LOGISTICS INC,Pink No Information,0.003200,,0 ,Common Stock,USA,Florida
CERX,COLOMBIA ENERGY RESOUR,Pink No Information,0.480000,,1 ,Common Stock,USA,California
INBI,INFUSION BRANDS INTL INC,Pink No Information,0.005500,,0 ,Common Stock,USA,Florida
TNKE,TANKE INC,Pink No Information,0.000400,33.3333,"260,000 ",Common Stock,USA,Nevada
KVIL,KIDVILLE INC,Pink No Information,0.050000,,0 ,Common Stock,USA,New York
OTOW,O2 SECURE WIRELESS INC,Pink No Information,0.007000,0,"11,000 ",Common Stock,USA,Florida
FUGI,FUEGO ENTERPRISES INC,Pink No Information,0.870000,,0 ,Common Stock,USA,Florida
UTRK,UNIVERSAL TRACKING SLTNS,Pink No Information,0.005500,,0 ,Common Stock,USA,Florida
IMUC,IMMUNOCELLULAR THRPTS NEW,Pink No Information,0.639900,-13.527,"5,307 ",Common Stock,USA,California
WPFH,WORLD POKER FD HLDGS,Pink No Information,0.119000,,0 ,Common Stock,USA,California
NABA,NATIONAL BNCSHS INC (IA),Pink No Information,7.000000,,0 ,Common Stock,USA,Iowa
GFTX,GLOBAL FIBER TECHS INC,Pink No Information,0.009400,-4.0816,"4,991,763 ",Common Stock,USA,New Jersey
BWAV,BETAWAVE CORP,Pink No Information,0.005000,,0 ,Common Stock,USA,California
PAPA,WO GROUP INC,Pink No Information,0.003200,0,"14,550 ",Common Stock,USA,Arizona
ESPIQ,ESP RESOURCES INC,Pink No Information,0.010200,0.9901,"503,000 ",Common Stock,USA,Louisiana
REOS,REOSTAR ENERGY CORP,Pink No Information,0.175000,-14.6341,"150,626 ",Common Stock,USA,Texas
ASTI,ASCENT SOLAR TECH INC,Pink No Information,0.039150,-13,"195,259,578 ",Common Stock,USA,Colorado
NTEI,NOVA TECH ENTERPRISES INC,Pink No Information,0.300000,,0 ,Common Stock,USA,Nevada
KRBF,KREIDO BIOFUELS INC,Pink No Information,0.388500,,0 ,Common Stock,USA,Utah
WTII,WATER TECH INTL,Pink No Information,0.007100,-1.3889,"2,328,277 ",Common Stock,USA,Florida
BBME,BORDER BANCSHARES ME,Pink No Information,0.750000,,0 ,Common Stock,USA,Maine
IKTO,ITOKK INC,Pink No Information,0.002350,11.9048,"2,686,636 ",Common Stock,USA,Wyoming
UPCO,UNIVERSAL POTASH CORP,Pink No Information,0.003800,11.7647,"16,000 ",Common Stock,USA,Ohio
MVPT,MVP HOLDINGS INC NEW,Pink No Information,1.000000,-10.7143,906 ,Common Stock,USA,California
ECPL,ECOPLUS INC,Pink No Information,0.002600,,0 ,Common Stock,USA,North Carolina
MWWC,MARKETING WRLDWD CORP,Pink No Information,0.000400,0,"74,777,577 ",Common Stock,USA,Michigan
SAKH,SAKHA ENTERPRISES CORP,Pink No Information,0.010000,,0 ,Common Stock,USA,Nevada
DFTC,DEFENTECT GROUP INC,Pink No Information,0.011500,-4.1667,"1,267,982 ",Common Stock,USA,Connecticut
ARNI,ARNO THERAPEUTICS INC,Pink No Information,0.004400,,0 ,Common Stock,USA,Oregon
NWCI,NEWCARDIO INC,Pink No Information,0.001000,0,"56,600 ",Common Stock,USA,New Jersey
MBLV,MOBIVENTURES INC,Pink No Information,0.084350,-1.9186,"292,937 ",Common Stock,USA,Massachusetts
SPHS,SOPHIRIS BIO INC,Pink No Information,0.029500,-3.437,"183,574 ",Common Stock,USA,California
CQER,SECURCAPITAL HOLDINGS CP,Pink No Information,2.250000,,20 ,Common Stock,USA,California
TWER,TOWERSTREAM CORP,Pink No Information,0.335000,,5 ,Common Stock,USA,Rhode Island
EARI,ENTERTAINMENT ARTS RES,Pink No Information,0.111100,-32.6667,"32,800 ",Common Stock,USA,North Carolina
HPIL,HPIL HOLDING,Pink No Information,0.000800,14.2857,"76,892,262 ",Common Stock,USA,Michigan
EIPC,ENABLE IPC CORP,Pink No Information,0.001100,0,"591,244 ",Common Stock,USA,California
IFUS,IMPACT FUSION INTL INC,Pink No Information,0.002500,-10.7143,"2,357,277 ",Common Stock,USA,Louisiana
CRWG,CROWDGATHER INC,Pink No Information,0.011000,22.2222,"117,827 ",Common Stock,USA,California
BBLC,BLOCKCHAIN LOYALTY CORP,Pink No Information,0.500000,-9.0909,340 ,Common Stock,USA,California
ABKB,AMER BASKETBALL ASSN INC,Pink No Information,0.030000,76.4706,200 ,Common Stock,USA,Indiana
OFSI,OMNI FINCL SERVICES INC,Pink No Information,0.040000,33.3333,"11,650 ",Common Stock,USA,Florida
ZMDC,USA ZHIMINGDE INTL GROUP,Pink No Information,0.051000,,0 ,Common Stock,USA,New York
NILA,NILAM RESOURCES INC,Pink No Information,0.026900,-3.0631,"4,500 ",Common Stock,USA,Washington
BTOW,GTFN HLDGS INC,Pink No Information,3.950000,43.6364,850 ,Common Stock,USA,California
GCYO,GOLD CANYON BANK (AZ),Pink No Information,0.045000,,0 ,Common Stock,USA,Arizona
USBK,USA BANK (NY),Pink No Information,0.004000,-60,"10,300 ",Common Stock,USA,New York
BKSD,BLUEPRINT TECHS INC,Pink No Information,0.003400,,0 ,Common Stock,USA,Florida
AGGX,ANGIOGENEX INC,Pink No Information,0.061000,,0 ,Common Stock,USA,New York
WHCA,WILLISTON HOLDING CO,Pink No Information,0.250000,,0 ,Common Stock,USA,Minnesota
WCYN,WEST CANYON ENERGY CORP,Pink No Information,0.003200,10.3448,170 ,Common Stock,USA,Texas
SAGD,SOUTH AMERICAN GOLD CORP,Pink No Information,0.002100,40,"1,056,577 ",Common Stock,USA,Nevada
VTXB,VORTEX BRANDS CO,Pink No Information,0.007500,44.2308,"3,266,303 ",Common Stock,USA,California
ROBK,ROTATE BLACK INC,Pink No Information,0.023000,228.5714,"16,400 ",Common Stock,USA,Michigan
VEST,VESTIAGE INC,Pink No Information,0.071000,,0 ,Common Stock,USA,California
FCNE,FOUR CORNERS INC,Pink No Information,1.900000,-0.5236,"5,026 ",Common Stock,USA,Texas
INCC,INTL CONSOL COS INC,Pink No Information,0.002100,0,"227,995,529 ",Common Stock,USA,Florida
INOQ,INNOVAQOR INC,Pink No Information,3.000000,,0 ,Common Stock,USA,Georgia
FNDM,FUND.COM INC A,Pink No Information,2.950000,,0 ,Common Stock,USA,New York
SSRC,SENTISEARCH INC,Pink No Information,0.004100,,0 ,Common Stock,USA,New York
RDML,RED MILE ENTMT INC,Pink No Information,0.006000,,0 ,Common Stock,USA,California
UITA,UTILICRAFT AEROSPACE INDS,Pink No Information,0.013500,19.8934,"603,336 ",Common Stock,USA,Texas
MNVN,MONDIAL VNTRS INC,Pink No Information,0.000800,-27.2727,"77,035,162 ",Common Stock,USA,Arizona
CMOT,CURTISS MOTORCYCLES CO,Pink No Information,0.390000,,0 ,Common Stock,USA,Alabama
NDTP,NDT PHARMACEUTICALS INC,Pink No Information,5.980000,0,913 ,Common Stock,USA,Virginia
WSFGQ,WSB FINANCIAL GROUP INC,Pink No Information,0.012000,6.1947,"70,000 ",Common Stock,USA,Washington
AFFY,AFFYMAX INC,Pink No Information,0.095000,15.5015,"10,919 ",Common Stock,USA,California
EIHC,ENVIRONMENTAL INFRST,Pink No Information,0.003690,,0 ,Common Stock,USA,Pennsylvania
CDVIQ,CAL DIVE INTL INC DE,Pink No Information,0.004600,-8,"366,680 ",Common Stock,USA,Texas
TOGL,TOGA LIMITED,Pink No Information,8.000000,0,130 ,Common Stock,USA,California
MSFN,MAINSTREET FINL CORP MICH,Pink No Information,0.012000,,0 ,Common Stock,USA,Michigan
KSSH,KESSELRING HOLDING CORP,Pink No Information,0.003600,,0 ,Common Stock,USA,Washington
DEVM,DEVMAR EQUITIES INC,Pink No Information,0.024850,,0 ,Common Stock,USA,Michigan
JADA,JADE ART GROUP INC,Pink No Information,0.052000,-0.1919,"155,373 ",Common Stock,USA,Nevada
WPUR,WATERPURE INTL INC,Pink No Information,0.005000,-7.4074,"153,920 ",Common Stock,USA,Pennsylvania
JAMN,JAMMIN JAVA CORP,Pink No Information,0.001400,0,"43,737,183 ",Common Stock,USA,Nevada
RTNB,ROOT9B HOLDINGS INC,Pink No Information,0.079900,0.2509,"15,638 ",Common Stock,USA,Arizona
RGLG,UHF LOGISTICS GROUP INC,Pink No Information,0.086000,-41.8919,"3,944,488 ",Common Stock,USA,Nevada
AGGL,AGTECH GLOBAL INTL,Pink No Information,0.349900,,0 ,Common Stock,USA,California
MOCI,MODERN CINEMA GROUP INC,Pink No Information,0.071000,42,"5,900 ",Common Stock,USA,California
BUSC,BLUE STAR GLOBAL INC,Pink No Information,0.000100,,1 ,Common Stock,USA,Colorado
ZGSI,ZERO GRAVITY SOLTNS INC,Pink No Information,2.000000,,50 ,Common Stock,USA,Florida
TLGN,TOTALLY GREEN INCORP,Pink No Information,0.157000,,0 ,Common Stock,USA,Nevada
PTSS,PEARTRACK SECURITY SYSTEM,Pink No Information,0.045600,,0 ,Common Stock,USA,California
AWWI,ALPHA WASTEWATER INC,Pink No Information,0.011600,,0 ,Common Stock,USA,Minnesota
VSMR,VERIFY SMART CORP,Pink No Information,0.060000,93.5484,"39,900 ",Common Stock,USA,New Jersey
ROYE,ROYAL ENERGY RES INC,Pink No Information,0.990000,98,100 ,Common Stock,USA,South Carolina
SNDZ,SUNRIDGE INTL INC,Pink No Information,0.016500,43.4783,"29,000 ",Common Stock,USA,Arizona
LBAS,LOCATION BASED TECHS INC,Pink No Information,0.005500,0,"15,000 ",Common Stock,USA,California
IZNN,IZON NETWORK INC,Pink No Information,0.006000,0,"66,666 ",Common Stock,USA,Arizona
XBOR,CROSS BORDER RES INC,Pink No Information,0.024000,,6 ,Common Stock,USA,Texas
RYMM,ROYAL MINES & MNRLS CORP,Pink No Information,0.006000,,0 ,Common Stock,USA,Nevada
PTLF,PETLIFE PHARMS INC,Pink No Information,0.004500,-6.25,"36,111 ",Common Stock,USA,California
FDTC,FNDS3000,Pink No Information,0.010860,-22.4286,"87,334 ",Common Stock,USA,Florida
JUMT,JUMA TECHNOLOGY CORP,Pink No Information,0.007500,,0 ,Common Stock,USA,New York
TRUL,TRULITE INC,Pink No Information,2.390000,32.7778,"13,623 ",Common Stock,USA,Texas
IPUB,INDIEPUB ENTMT INC,Pink No Information,0.099700,,0 ,Common Stock,USA,Ohio
CYRP,CYBRA CORP,Pink No Information,0.085000,,0 ,Common Stock,USA,New York
CGHC,CAPITAL GROUP HLDGS INC,Pink No Information,0.006500,-7.1429,"110,461 ",Common Stock,USA,Arizona
SOHL,SOUTHERN TR SECS HLDGS CP,Pink No Information,0.048560,,0 ,Common Stock,USA,Florida
GRNL,GREENLITE VNTRS INC,Pink No Information,0.087000,24.2857,"1,000 ",Common Stock,USA,Nevada
OBMP,ONCBIOMUNE PHARMACEUTICAL,Pink No Information,1.800000,-13.253,"9,436 ",Common Stock,USA,Colorado
PPBV,PURPLE BEVERAGE CO INC,Pink No Information,0.000800,33.3333,"1,330,650 ",Common Stock,USA,Florida
GOGR,GO GREEN GLOBAL TECH INC,Pink No Information,0.059000,1.0274,"34,950 ",Common Stock,USA,Connecticut
STSC,START SCIENTIFIC INC,Pink No Information,0.388550,,0 ,Common Stock,USA,Oklahoma
FBCD,FBC HOLDING INC,Pink No Information,0.002700,28.5714,"91,612,910 ",Common Stock,USA,New Jersey
BICB,BIOCUBE INC,Pink No Information,0.005000,,0 ,Common Stock,USA,Arizona
BABL,BUILDABLOCK CORP,Pink No Information,0.022000,-20.8633,"668,080 ",Common Stock,USA,Florida
AAPT,ALL AMERICAN PET CO INC,Pink No Information,0.000600,-14.2857,"9,496,112 ",Common Stock,USA,California
HKGT,HK GRAPHENE TECH CORP,Pink No Information,0.000000,,0 ,Common Stock,USA,California
SMMR,SYMMETRY TECHNOLOGIES INC,Pink No Information,0.013900,-13.125,"11,000 ",Common Stock,USA,Florida
CETG,CAPITAL CITY ENERGY GROUP,Pink No Information,0.030000,,0 ,Common Stock,USA,Ohio
FRHVD,INNOVATIVE MEDTECH INC,Pink No Information,1.360000,0.7407,"4,099 ",Common Stock,USA,New York
HEME,HEALTHMED SVCS LTD,Pink No Information,0.003000,-21.0526,"66,800 ",Common Stock,USA,California
IFAM,INFRASTRUCTURE MATLS CORP,Pink No Information,0.060000,-6.1033,"113,891 ",Common Stock,USA,Nevada
HKBT,HK BATTERY TECH INC,Pink No Information,2.250000,69.1729,346 ,Common Stock,USA,California
SLNX,SOLANBRIDGE GROUP INC,Pink No Information,0.000600,0,"441,000 ",Common Stock,USA,Texas
SAFS,SAFER SHOT INC,Pink No Information,0.000350,-12.5,"33,156,495 ",Common Stock,USA,Maryland
AIPG,AI TECHNOLOGY GROUP INC,Pink No Information,0.000000,,0 ,Common Stock,USA,New York
APRO,ALLEGIANT PROFESSNL B/S,Pink No Information,0.004700,,0 ,Common Stock,USA,California
CFSU,COMPLETE FINCL SLTNS INC,Pink No Information,0.005500,-20.2899,"38,985 ",Common Stock,USA,Washington
MGUY,MOGUL ENERGY INTL INC,Pink No Information,0.014900,,0 ,Common Stock,USA,Texas
RGDXQ,RESPONSE GENETICS INC,Pink No Information,0.017000,0,"55,100 ",Common Stock,USA,California
VIAP,VIA PHARMACEUTICALS INC,Pink No Information,0.014800,,0 ,Common Stock,USA,California
ELCR,ELECTRIC CAR CO INC,Pink No Information,0.002100,-8.6957,"32,860,226 ",Common Stock,USA,Missouri
NVES,NVEST INC,Pink No Information,0.042000,35.0482,180 ,Common Stock,USA,Washington
SAPX,SEVEN ARTS ENTMT INC,Pink No Information,0.000500,-16.6667,"1,635,100 ",Common Stock,USA,California
ESNC,ENSYNC INC,Pink No Information,0.029450,9.0741,"85,334 ",Common Stock,USA,Wisconsin
OTED,OAK TREE EDUCATIONAL PRTN,Pink No Information,0.040000,,0 ,Common Stock,USA,New York
PNGM,PENGRAM CORP,Pink No Information,0.003500,,0 ,Common Stock,USA,Washington
BYIN,BAYING ECOLOGICAL HLD GRP,Pink No Information,4.100000,,0 ,Common Stock,USA,Michigan
PHOS,PHOSPHATE HOLDINGS INC,Pink No Information,0.009000,,0 ,Common Stock,USA,Mississippi
SGOO,SNOOGOO CORP,Pink No Information,0.029000,,0 ,Common Stock,USA,Arizona
CNXS,CONNEXUS CORPORATION,Pink No Information,0.000700,0,"21,767,790 ",Common Stock,USA,Connecticut
QYBX,QIAN YUAN BAIXING INC,Pink No Information,0.018000,,0 ,Common Stock,USA,Washington
PIHN,POLARIS INTL HOLDINGS INC,Pink No Information,0.000500,25,"3,820,000 ",Common Stock,USA,Texas
HGGGQ,HHGREGG INC,Pink No Information,0.012400,-6.0606,"7,096 ",Common Stock,USA,Indiana
SUTI,SUTIMCO INTL INC,Pink No Information,0.001600,-15.7895,"42,675,987 ",Common Stock,USA,Wyoming
LGBS,LEGENDS BUSINESS GRP INC,Pink No Information,0.002000,-16.6667,"23,050,887 ",Common Stock,USA,Nevada
EXPL,ENDURANCE EXPL GROUP,Pink No Information,0.050000,,0 ,Common Stock,USA,Florida
OILY,SINO AMERICAN OIL CO,Pink No Information,45.000000,,62 ,Common Stock,USA,Wyoming
GCHK,GREENCHEK TECHNOLOGY INC,Pink No Information,0.004200,55.5556,"271,590 ",Common Stock,USA,California
DDDA,DIGITAL DAY AGENCY INC,Pink No Information,0.000000,,0 ,Common Stock,USA,Connecticut
NOHO,NOVATION HOLDINGS INC,Pink No Information,0.001000,-9.0909,"104,600,564 ",Common Stock,USA,New York
PTCP,PETROCORP INC,Pink No Information,0.010000,,0 ,Common Stock,USA,New York
CNHA,CONIHASSET CAP PRTNRS INC,Pink No Information,0.010000,,0 ,Common Stock,USA,Massachusetts
FBSE,FASTBASE INC,Pink No Information,6.500000,30,242 ,Common Stock,USA,New York
AGSO,AGRISOLAR SOLUTIONS INC,Pink No Information,0.095000,11.7647,"585,056 ",Common Stock,USA,Colorado
