Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
ALMY,ALCHEMY CREATIVE INC,Pink No Information,0.009500,-5,"279,408 ",Common Stock,USA,Texas
PMSO,PRIMAL SOLUTIONS INC,Pink No Information,0.000700,,0 ,Common Stock,USA,California
FUIG,FUSION INTERACTIVE CORP,Pink No Information,0.200000,,0 ,Common Stock,USA,Florida
HXPR,HISPANIC EXPRESS INC,Pink No Information,0.201000,,0 ,Common Stock,USA,California
GHST,GHOST TECHNOLOGY INC,Pink No Information,0.004300,19.4444,"36,000 ",Common Stock,USA,New York
HCGS,HIGHCOM GLOBAL SEC,Pink No Information,0.014900,-9.697,"21,602 ",Common Stock,USA,Ohio
WSHE,GREENLINK INTL INC,Pink No Information,0.040200,,0 ,Common Stock,USA,Washington
AFTM,AFTERMASTER INC,Pink No Information,0.007000,0,"303,559 ",Common Stock,USA,California
DPAT,DENTAL PATIENT CARE AMER,Pink No Information,0.051000,-32,"8,000 ",Common Stock,USA,Utah
IHTI,INTEGRATIVE HLTH TCHS INC,Pink No Information,0.025000,-13.7931,"30,000 ",Common Stock,USA,Texas
CCAJ,COASTAL CAPITAL ACQSTN CP,Pink No Information,0.000600,0,"1,005,000 ",Common Stock,USA,Florida
SEEK,THEDIRECTORY.COM INC,Pink No Information,0.000490,-2,"93,626,952 ",Common Stock,USA,Florida
LTSC,LIGHTSCAPE TECHS INC,Pink No Information,0.003700,,0 ,Common Stock,USA,Nevada
ADTR,ALLIANCE MEDIA HLDGS INC,Pink No Information,0.062750,,0 ,Common Stock,USA,New York
KGHI,KAISER GRP HLDGS INC,Pink No Information,1.910000,,0 ,Common Stock,USA,Virginia
NGMC,NEXT GENERATION MGMT,Pink No Information,0.003250,1.5625,"489,600 ",Common Stock,USA,Virginia
PURY,PURERAY CORP CO,Pink No Information,0.005000,,0 ,Common Stock,USA,Georgia
IALS,INTERACTIVE LEISURE SYS,Pink No Information,0.389900,2.6053,"88,643 ",Common Stock,USA,Rhode Island
IMTS,INTERACTIVE MOTRSPRTS&ENT,Pink No Information,0.000500,,0 ,Common Stock,USA,Indiana
HESG,HEALTH SCIENCES GROUP INC,Pink No Information,0.000600,-14.2857,"89,728,921 ",Common Stock,USA,California
SPOI,SPO NETWORKS INC,Pink No Information,0.003100,-11.4286,"3,773,000 ",Common Stock,USA,Arkansas
RVBR,MARKRAY CORP,Pink No Information,0.026700,-1.1111,"55,050 ",Common Stock,USA,California
VPGI,VELOCITY PORTFOLIO GP INC,Pink No Information,3.250000,,0 ,Common Stock,USA,New Jersey
VMCS,VISUALMED CLINICAL SLTNS,Pink No Information,0.003000,,0 ,Common Stock,USA,Nevada
MIHL,MONTAGUE INTL HLDGS LTD,Pink No Information,0.002100,16.6667,"95,000 ",Common Stock,USA,Pennsylvania
TMXN,TRIMAX CORP,Pink No Information,0.004800,6.6667,"2,229,678 ",Common Stock,USA,California
PRXG,PERNIX GROUP INC,Pink No Information,0.103200,,0 ,Common Stock,USA,Illinois
PRTR,PRECICION TRIM INC,Pink No Information,0.272000,,0 ,Common Stock,USA,California
SGER,STERLING ENERGY RES INC,Pink No Information,0.027000,-29.8701,"1,000 ",Common Stock,USA,Kansas
NPHC,NUTRA PHARMA CORP,Pink No Information,0.009000,-13.8756,"13,948,880 ",Common Stock,USA,Florida
UNXLQ,UNI-PIXEL INC,Pink No Information,0.005700,0,"17,710 ",Common Stock,USA,California
MUTM,MUTUAL MERCHANT SVCS INC,Pink No Information,0.034900,,0 ,Common Stock,USA,Utah
CSSV,CASPIAN SERVICES INC,Pink No Information,0.005000,,0 ,Common Stock,USA,Utah
UCSO,UNITED CONSORTIUM LTD,Pink No Information,0.014500,,0 ,Common Stock,USA,Florida
AMFL,AMERICAN FILMS INC,Pink No Information,0.085000,,45 ,Common Stock,USA,Massachusetts
MBDE,MORRIS BUSINESS DEV,Pink No Information,0.100000,,0 ,Common Stock,USA,California
HTRC,HUNTER CREEK MINING CO,Pink No Information,0.560000,,0 ,Common Stock,USA,Oregon
DNDT,DND TECHNOLOGIES INC,Pink No Information,0.032100,,0 ,Common Stock,USA,New York
MYFT,MY FREIGHTWORLD TECH INC,Pink No Information,0.001300,8.3333,"100,100 ",Common Stock,USA,Kansas
EVOA,EVO TRANSPORTATION,Pink No Information,11.210000,27.3864,100 ,Common Stock,USA,Arizona
TRRI,TRINITY RESOURCES INC,Pink No Information,0.043700,,0 ,Common Stock,USA,Delaware
KPCM,KING OF PINE CREEK MINING,Pink No Information,0.325000,,0 ,Common Stock,USA,Oregon
SCNTQ,SCIENT INC,Pink No Information,0.006600,,93 ,Common Stock,USA,New York
BMMX,BIOMIMIX INC,Pink No Information,0.006000,,0 ,Common Stock,USA,Virginia
CPYT,CAREPAYMENT TECH INC,Pink No Information,0.050000,,0 ,Common Stock,USA,Oregon
RIGH,RIGHTSMILE INC,Pink No Information,0.000500,-16.6667,"24,287,426 ",Common Stock,USA,California
LMWW,LMWW HOLDINGS INC,Pink No Information,0.007000,-46.1538,"10,000 ",Common Stock,USA,Florida
DTSL,DELIVERY TECHNOLOGY SLTNS,Pink No Information,0.000400,0,"12,194,996 ",Common Stock,USA,Florida
COGV,COGNITIV INC,Pink No Information,0.015000,-48.2759,500 ,Common Stock,USA,Florida
LYJN,LYRIC JEANS INC,Pink No Information,0.000400,-33.3333,"120,500 ",Common Stock,USA,California
GCLT,GAINCLIENTS INC,Pink No Information,0.021000,10.5263,"2,511,088 ",Common Stock,USA,Arizona
SWRI,SEAWRIGHT HOLDINGS INC,Pink No Information,0.004200,,0 ,Common Stock,USA,Virginia
APLD,APPLIED SCIENCE PRODS INC,Pink No Information,0.248000,1.3486,100 ,Common Stock,USA,Tennessee
LNGT,LASER ENERGETICS INC,Pink No Information,0.001450,20.8333,"317,000 ",Common Stock,USA,New Jersey
ATCV,ATC VENTURE GROUP INC,Pink No Information,0.012100,,0 ,Common Stock,USA,Minnesota
NRPR,NUTRI PHARMS RESH INC,Pink No Information,0.041000,36.2126,"2,298 ",Common Stock,USA,Nevada
COWI,COROWARE INC,Pink No Information,0.001040,4,"82,366,747 ",Common Stock,USA,Washington
VOIS,MIND SOLUTIONS INC,Pink No Information,0.000500,-16.6667,"9,321,309 ",Common Stock,USA,California
IDGC,IDGLOBAL CORP,Pink No Information,0.001500,7.1429,"68,701,715 ",Common Stock,USA,California
AMLH,AMER LEISURE HLDGS INC,Pink No Information,0.000700,-6.6667,"4,808,331 ",Common Stock,USA,Delaware
AFTC,ALTERNATIVE FUEL TECHS,Pink No Information,0.001100,22.2222,"5,143,900 ",Common Stock,USA,Pennsylvania
KWBT,KIWA BIO-TECH PRODS GRP,Pink No Information,0.025000,6.6098,"1,884,315 ",Common Stock,USA,California
MBVA,MILLENNIUM BNKSHS CORP,Pink No Information,1.050000,,0 ,Common Stock,USA,Virginia
HCEI,HEALTHY COFFEE INTL INC,Pink No Information,0.001400,,0 ,Common Stock,USA,California
CGUD,COM-GUARD.COM INC,Pink No Information,0.002000,5.2632,"346,463 ",Common Stock,USA,California
TAMG,TRANSNATIONAL GROUP INC,Pink No Information,0.238400,-10.7116,"78,408 ",Common Stock,USA,Nevada
VIRA,VIRATECH CORP,Pink No Information,0.005200,-19.0031,"2,795,011 ",Common Stock,USA,California
NFSE,NFINANSE INC,Pink No Information,0.020300,,0 ,Common Stock,USA,Florida
CRGP,CALISSIO RES GROUP INC,Pink No Information,0.003200,10.3448,"234,008 ",Common Stock,USA,Nevada
VYEY,VICTORY OILFIELD TECH INC,Pink No Information,0.330000,-21.4286,"28,366 ",Common Stock,USA,Texas
MENB,MENDOCINO BREWING CO,Pink No Information,0.063550,,0 ,Common Stock,USA,California
ECPN,EL CAPTN PRECIOUS MTL INC,Pink No Information,0.008000,0,"453,000 ",Common Stock,USA,Arizona
RFCS,REFOCUS GROUP INC,Pink No Information,0.041200,,0 ,Common Stock,USA,Texas
LICH,LIVECHAIN INC,Pink No Information,0.022400,17.2775,400 ,Common Stock,USA,Nevada
SCFR,SECURITY FIRST INT HL NEW,Pink No Information,0.100750,0.75,"57,000 ",Common Stock,USA,Florida
SVNJ,727 COMMUNS INC,Pink No Information,0.020100,,1 ,Common Stock,USA,Oregon
TXHG,TX HOLDINGS INC,Pink No Information,0.012000,13.6364,"2,583 ",Common Stock,USA,Kentucky
CSBI,CAROLL SHELBY INTL INC,Pink No Information,0.060000,,0 ,Common Stock,USA,California
CYNS,CYGNUS OIL AND GAS CORP,Pink No Information,0.003000,0,"45,000 ",Common Stock,USA,Texas
SITOQ,SITO MOBILE LTD,Pink No Information,0.160000,,0 ,Common Stock,USA,Delaware
MRPT,MACREPORT.NET INC,Pink No Information,0.020000,,0 ,Common Stock,USA,New York
PFMSD,S A M TRADE ASIA PTE LTD,Pink No Information,3.100000,21.5686,"17,458 ",Common Stock,USA,New York
PYCT,PAYCHEST INC,Pink No Information,0.000300,-25,"109,848,260 ",Common Stock,USA,Washington
DMDD,DIAMOND DISCOVERIES INTL,Pink No Information,0.005000,25,"509,160 ",Common Stock,USA,New York
IHGP,INTERACT HLDGS GROUP INC,Pink No Information,0.026500,0.9524,500 ,Common Stock,USA,Georgia
RDWD,REDWOOD GROUP INTL INC,Pink No Information,0.000400,0,"7,204 ",Common Stock,USA,California
SNLM,HOMESTEAD GOLD & SILVER,Pink No Information,0.000001,,0 ,Common Stock,USA,Washington
QMDT,QUICK-MED TECHS INC,Pink No Information,0.018700,-35.5172,500 ,Common Stock,USA,Florida
CRKT,CIRMAKER TECHNOLOGY CORP,Pink No Information,0.010000,,0 ,Common Stock,USA,Nevada
HCBP,HARVEST COMMUNITY BK (NJ),Pink No Information,0.008050,,0 ,Common Stock,USA,New Jersey
MENC,MILLENNIUM ENERGY CRP,Pink No Information,0.003100,,0 ,Common Stock,USA,New Jersey
OSRS,OSIRIS CORP,Pink No Information,0.022000,-63.3333,350 ,Common Stock,USA,Wisconsin
WYPH,WAYPOINT BIOMED HLDGS INC,Pink No Information,0.031000,,0 ,Common Stock,USA,California
ICLD,INTERCLOUD SYSTEMS,Pink No Information,0.002800,27.2727,"8,480,424 ",Common Stock,USA,New Jersey
HAZH,HAZ HOLDINGS INC,Pink No Information,0.015000,0,"12,750 ",Common Stock,USA,Washington
ICCO,INTERCARE DX INC,Pink No Information,0.025000,,0 ,Common Stock,USA,California
FONU,FONU2 INC NEW,Pink No Information,0.001000,-9.0909,"24,960,535 ",Common Stock,USA,Florida
ETII,ENVIROTECHNOLOGIES INTL,Pink No Information,0.070000,,0 ,Common Stock,USA,Utah
ADIA,ADIA NUTRITION INC,Pink No Information,0.015000,,0 ,Common Stock,USA,California
TCHH,TRUSTCASH HOLDINGS INC,Pink No Information,0.000300,-25,"15,131,292 ",Common Stock,USA,Georgia
EUBG,ENTREPRENEUR UNIVERSE,Pink No Information,0.480000,-7.6923,"43,146 ",Common Stock,USA,Nevada
GGII,GREEN GLOBE INTL INC NEW,Pink No Information,0.001100,0,"25,827,889 ",Common Stock,USA,Kansas
STZU,SUN TZU CORP,Pink No Information,0.002100,0,"26,000 ",Common Stock,USA,New York
TEGR,TERRA ENGY&RES TECHS INC,Pink No Information,0.010300,,0 ,Common Stock,USA,New York
SPMI,SPEEDEMISSIONS INC,Pink No Information,0.002600,-13.3333,"221,000 ",Common Stock,USA,Georgia
PDIV,PREMIER DEV & INVST INC A,Pink No Information,0.150000,,0 ,Common Stock,USA,Nevada
WSFL,WOODSTOCK HOLDINGS INC,Pink No Information,0.080000,,0 ,Common Stock,USA,Georgia
EMQU,EM QUANTUM TECHNOLOGIES,Pink No Information,1.200000,,0 ,Common Stock,USA,Florida
RSGX,RESOURCING SOLUTIONS GRP,Pink No Information,0.000000,,2 ,Common Stock,USA,North Carolina
EMHI,EAST MORGAN HLDGS INC,Pink No Information,0.021000,,0 ,Common Stock,USA,Florida
SYNJ,DAY TRADEXCHANGE INC,Pink No Information,0.004600,-4.1667,"19,000 ",Common Stock,USA,Maryland
GPDB,GREEN POLKADOT BOX INC,Pink No Information,0.171700,-25.3154,"3,695 ",Common Stock,USA,Utah
CRCA,CONN RVR CMNTY BK CT,Pink No Information,10.250000,,0 ,Common Stock,USA,Connecticut
MRNJ,METATRON INC,Pink No Information,0.002300,-4.1667,"150,379,765 ",Common Stock,USA,Delaware
GNCP,GNCC CAPITAL INC,Pink No Information,0.001900,5.5556,"133,117,707 ",Common Stock,USA,Nevada
HWSY,HAWK SYSTEMS INC,Pink No Information,0.011995,-32.9888,"193,874 ",Common Stock,USA,Florida
PCLI,PROTOCALL TECHS INC,Pink No Information,0.000800,-33.3333,"10,000 ",Common Stock,USA,Idaho
AFPW,ALUMIFUEL POWER CORP NEW,Pink No Information,0.002200,-4.3478,"45,218,641 ",Common Stock,USA,Colorado
IJJP,IJJ CORP,Pink No Information,0.002100,4.7382,"19,894,483 ",Common Stock,USA,Maryland
MCTH,MEDICAL CONNECTIONS H NEW,Pink No Information,0.015000,,0 ,Common Stock,USA,Florida
GMND,GREEN MTN DEV CORP,Pink No Information,0.006000,0,700 ,Common Stock,USA,California
BZRD,BLUBUZZARD INC.,Pink No Information,0.020300,-1.4563,"20,107 ",Common Stock,USA,Florida
ISHM,INFOSEARCH MEDIA INC,Pink No Information,0.008300,-23.1481,700 ,Common Stock,USA,California
BDYS,BODYSCAN CORP,Pink No Information,0.001200,0,"61,550 ",Common Stock,USA,Idaho
ALLQ,ALL-Q-TELL CORP,Pink No Information,0.010000,,0 ,Common Stock,USA,Texas
CYBL,CYBERLUX CORP,Pink No Information,0.001500,-6.25,"35,645,344 ",Common Stock,USA,North Carolina
OHBK,OLD HARBOR BANK FL,Pink No Information,0.011000,,0 ,Common Stock,USA,Florida
TXTM,PROTEXT MOBILITY INC,Pink No Information,0.001700,0,"40,721,993 ",Common Stock,USA,Florida
ITVI,INTERACT-TV INC,Pink No Information,0.001100,-8.3333,"77,155,803 ",Common Stock,USA,Delaware
DWIS,DINEWISE INC,Pink No Information,0.080000,29.0323,"271,652 ",Common Stock,USA,Georgia
ACUS,ACUSPHERE INC NEW,Pink No Information,0.044000,-8.3333,"6,550 ",Common Stock,USA,Massachusetts
SKPI,SKY PETROLEUM INC,Pink No Information,0.034200,62.8571,"24,940 ",Common Stock,USA,Texas
RPFG,RAINIER PAC FINCL GRP INC,Pink No Information,0.020400,300,"17,515 ",Common Stock,USA,Washington
CHLE,CENTENNIAL SPECIALTY FOOD,Pink No Information,0.040000,42.8571,"5,500 ",Common Stock,USA,Colorado
PPRG,PATIENT PORTAL TECHS INC,Pink No Information,0.145000,,0 ,Common Stock,USA,New York
PRCF,PROTEIN REACTOR COMBINED,Pink No Information,0.001100,-8.3333,"2,199 ",Common Stock,USA,Florida
AVOZ,ALTAVOZ ENTERTAINMENT INC,Pink No Information,0.013000,4,"10,370 ",Common Stock,USA,Florida
CPSO,CAPSOURCE FINCL INC,Pink No Information,0.010500,,0 ,Common Stock,USA,Minnesota
NXCR,NEXCORE HEALTHCARE CAP,Pink No Information,0.050000,,0 ,Common Stock,USA,Colorado
OGNT,ORGANA TECHS GRP INC,Pink No Information,0.061000,,68 ,Common Stock,USA,Florida
CKCB,CLARK COUNTY BANCORP,Pink No Information,0.100000,,0 ,Common Stock,USA,Washington
HLMB,SWIFTSURE INTL INC,Pink No Information,0.200000,,0 ,Common Stock,USA,Nevada
NMCX,NMC INC,Pink No Information,0.000010,,0 ,Common Stock,USA,Tennessee
GRCO,GREENBELT RESOURCES CORP,Pink No Information,0.015000,7.1429,"19,206 ",Common Stock,USA,California
OEDVQ,OSAGE EXPL & DEV INC,Pink No Information,0.003000,,0 ,Common Stock,USA,California
MMBF,MOMENTUM BIOFUELS INC,Pink No Information,0.008800,-1.1236,"40,080 ",Common Stock,USA,Colorado
XLPI,XCELPLUS INTL INC,Pink No Information,0.014100,1.4388,"1,766,214 ",Common Stock,USA,Virginia
UTDE,UNITED E&P INC,Pink No Information,0.004000,,0 ,Common Stock,USA,Texas
VSPC,VIASPACE INC,Pink No Information,0.002600,-21.2121,"6,750,954 ",Common Stock,USA,California
EAUI,EAU TECHNOLOGIES INC,Pink No Information,0.025800,-14,500 ,Common Stock,USA,Georgia
ATIG,ATLANTIS INTERNET GRP CP,Pink No Information,0.000500,0,"2,517,500 ",Common Stock,USA,Nevada
APLN,AE HOLDING I INC,Pink No Information,0.001000,,0 ,Common Stock,USA,Florida
WMDH,WMD HOLDINGS GROUP INC,Pink No Information,0.016000,,0 ,Common Stock,USA,California
GRGG,GREEN FOR ENERGY INC,Pink No Information,0.020000,,30 ,Common Stock,USA,Louisiana
GBGD,GLOBAL GOLD CORP,Pink No Information,0.550000,,0 ,Common Stock,USA,New York
LGTT,LIGATT SECURITY INTL INC,Pink No Information,0.000500,25,"24,461,910 ",Common Stock,USA,Georgia
FPLF,FIRST PET LIFE INC (TX),Pink No Information,0.002700,-46,"180,787 ",Common Stock,USA,Texas
USBC,US BIOTEC INC,Pink No Information,0.980000,,18 ,Common Stock,USA,Tennessee
SHGY,SEARCHGUY.COM INC NEW,Pink No Information,3.860000,,0 ,Common Stock,USA,California
CEOA,CEO AMERICA INC,Pink No Information,0.000500,,0 ,Common Stock,USA,Nevada
SPSO,SPECTACULAR SOLAR INC,Pink No Information,0.054900,19.3478,"3,200 ",Common Stock,USA,New Jersey
SNLP,SYNTROL CORP,Pink No Information,0.051950,-37.4096,"63,000 ",Common Stock,USA,California
NHYF,NATURAL HARMONY FOODS INC,Pink No Information,0.004000,17.6471,"4,661,287 ",Common Stock,USA,Florida
NHGP,NEW HORIZON GROUP INC,Pink No Information,1.100000,,0 ,Common Stock,USA,California
CBDX,CURATIVE BIOSCIENCES INC,Pink No Information,0.210000,-3.3149,"10,336 ",Common Stock,USA,Florida
NCDP,NICODROPS INC,Pink No Information,0.000600,0,"308,090 ",Common Stock,USA,Nevada
NFEI,NEW FRONTIER ENERGY INC,Pink No Information,0.014000,-12.5,"22,340 ",Common Stock,USA,Colorado
PFGBQ,"PFO GLOBAL, INC.",Pink No Information,0.015000,,0 ,Common Stock,USA,Texas
UVSS,UNIVERSAL SYSTEMS INC,Pink No Information,0.010000,0,"47,900 ",Common Stock,USA,Oregon
ESNR,ELECTRONIC SENSOR TECHS,Pink No Information,0.005000,-48.4536,"114,200 ",Common Stock,USA,California
TEXG,TERAX ENERGY INC,Pink No Information,0.021600,,0 ,Common Stock,USA,Texas
SYNE,SYNTHESIS ENERGY SYS INC,Pink No Information,0.345300,-2.8965,"3,240 ",Common Stock,USA,Texas
RWGI,RODEDAWG INTL INDUS INC,Pink No Information,0.029100,3.9286,"20,000 ",Common Stock,USA,California
OBDP,ORBIT DROP INC,Pink No Information,0.005000,0,"14,470 ",Common Stock,USA,Texas
SSER,STHN STAR ENERGY CORP,Pink No Information,0.006550,,0 ,Common Stock,USA,Texas
WWII,WORLD OF WIRELESS INTL,Pink No Information,0.082100,-13.6698,"86,131 ",Common Stock,USA,California
NWAU,NOWAUTO INC,Pink No Information,0.030000,3.0928,"321,775 ",Common Stock,USA,Arizona
APWL,ADVANCED PWRLN TECHS INC,Pink No Information,0.002800,,0 ,Common Stock,USA,Oklahoma
PRKV,PARKVIDA GROUP INC,Pink No Information,0.011660,,0 ,Common Stock,USA,Utah
COFI,CREDIT ONE FINCL INC,Pink No Information,0.210000,,0 ,Common Stock,USA,New York
STJO,ST JOSEPH INC,Pink No Information,0.020000,,0 ,Common Stock,USA,Texas
BRNE,BORNEO RESOURCE INVST,Pink No Information,0.001600,33.3333,"168,679 ",Common Stock,USA,Washington
AUNM,AUCTION MILLS INC,Pink No Information,0.024000,,12 ,Common Stock,USA,Texas
RMTD,REMOTE DYNAMICS INC,Pink No Information,0.000400,0,"78,805,542 ",Common Stock,USA,Texas
BIMO,BIONEUTRA INTL LTD,Pink No Information,0.100000,11.1111,"5,108 ",Common Stock,USA,Nevada
TRAE,TRITON AMER ENERGY CORP,Pink No Information,0.008000,-1.2346,"15,000 ",Common Stock,USA,Texas
CMNR,COMMERCE ENERGY GRP INC,Pink No Information,0.008000,,5 ,Common Stock,USA,California
QCCO,QC HOLDINGS INC,Pink No Information,0.400000,,0 ,Common Stock,USA,Kansas
VYON,VIYYA TECHS INC,Pink No Information,0.011000,0.9174,"8,844,923 ",Common Stock,USA,New Jersey
CSGU,CONSOL SPORTS MEDIA GRP,Pink No Information,0.003500,,0 ,Common Stock,USA,Texas
AMBD,AMER MOBILE DENTAL CORP,Pink No Information,0.001100,-38.8889,"10,500 ",Common Stock,USA,New York
RBSY,ROBOSERVER SYSTEMS CORP,Pink No Information,0.018000,-10,"111,161 ",Common Stock,USA,Nevada
BNXR,BRINX RESOURCES LTD,Pink No Information,0.012000,9.0909,"3,000 ",Common Stock,USA,Michigan
GRCU,GREEN CURES & BOTANICAL,Pink No Information,0.004100,-6.8182,"7,373,599 ",Common Stock,USA,California
BEHL,BIOCENTRIC ENGY HLDGS INC,Pink No Information,0.000500,11.1111,"49,564,869 ",Common Stock,USA,Arizona
SHGR,SUCCESS HOLDING GRP CORP,Pink No Information,6.500000,,0 ,Common Stock,USA,Indiana
PKWY,PARKWAY BANK,Pink No Information,0.003100,,0 ,Common Stock,USA,North Carolina
DVFI,DIVERSIFIED OIL&GAS HLDGS,Pink No Information,0.004500,4.6512,"21,088,161 ",Common Stock,USA,Texas
ITKH,ITEKNIK HOLDING CORP,Pink No Information,0.001800,0,"332,777 ",Common Stock,USA,Florida
CDID,QUAD ENERGY CORP NEW,Pink No Information,0.003900,18.1818,"4,533 ",Common Stock,USA,Florida
CIAS,CHINA SCORE INC,Pink No Information,0.000300,,0 ,Common Stock,USA,Nevada
ASRE,ASTRA ENERGY INC,Pink No Information,2.150000,,0 ,Common Stock,USA,California
NHLG,NATL HEALTHCARE LOGISTICS,Pink No Information,0.012000,-19.4631,"22,850 ",Common Stock,USA,Tennessee
ENMI,ENERGY MANAGEMENT INTL,Pink No Information,0.006600,-5.7143,"10,000 ",Common Stock,USA,Texas
ENAB,ENABLE HOLDINGS INC,Pink No Information,0.005700,33.4895,400 ,Common Stock,USA,Illinois
TSHO,TRADESHOW MARKETING CO,Pink No Information,0.001100,0,"2,000 ",Common Stock,USA,Washington
PDGO,PARADIGM OIL & GAS INC,Pink No Information,0.001300,-7.1429,"41,359,229 ",Common Stock,USA,Florida
BUUZ,CALETHOS INC,Pink No Information,1.000000,,7 ,Common Stock,USA,California
VRED,VIRTUAL ED LINK INC,Pink No Information,0.000800,14.2857,"12,265,938 ",Common Stock,USA,Delaware
UVSE,UNIVERSAL ENERGY CORP DE,Pink No Information,0.000500,-16.6667,"80,951,119 ",Common Stock,USA,Florida
CPYJ,CUSTOM DESIGNED C/S INC,Pink No Information,0.001400,,0 ,Common Stock,USA,New Mexico
SCAL,STEM CELL AUTHORITY LTD,Pink No Information,0.013300,-44.3515,836 ,Common Stock,USA,Ohio
GPSI,GENERAL PAYMENT SYS INC,Pink No Information,0.015550,-18.5864,801 ,Common Stock,USA,California
PEDH,PEOPLES EDUCATIONAL HLDGS,Pink No Information,0.210000,,0 ,Common Stock,USA,New Jersey
FAFL,FIRST AMERICANO FINCL CP,Pink No Information,0.007500,,0 ,Common Stock,USA,New Jersey
FLXP,FLEXPOWER INC,Pink No Information,0.008000,0,"2,000 ",Common Stock,USA,Florida
OPGX,OPTIGENEX INC,Pink No Information,1.000000,,0 ,Common Stock,USA,New Jersey
CLWA,CALLWAVE INC NEW,Pink No Information,7.000000,,0 ,Common Stock,USA,California
FAKC,FACEKEY CORP NEW,Pink No Information,0.145950,1022.6923,"2,250 ",Common Stock,USA,Texas
APPM,APPAREL MFG ASSOCS INC,Pink No Information,0.013000,0,"2,975 ",Common Stock,USA,Connecticut
PECD,PET ECOLOGY BRANDS INC,Pink No Information,0.004300,,0 ,Common Stock,USA,Texas
WRGL,WARRIOR GIRL CORP,Pink No Information,0.001300,0,"31,250 ",Common Stock,USA,Nevada
WSSE,WALLSTREET SECS INC,Pink No Information,0.000350,16.6667,"20,169,431 ",Common Stock,USA,California
INTK,INDUSTRIAL NANOTECH INC,Pink No Information,0.002500,4.1667,"3,175,005 ",Common Stock,USA,Florida
GYGC,GUYANA GOLD CORP,Pink No Information,0.025000,-32.2493,"45,574 ",Common Stock,USA,Nevada
LOCMQ,LOCAL CORP,Pink No Information,0.006500,62.5,"41,700 ",Common Stock,USA,California
ELNX,ELINX CORP,Pink No Information,0.078200,,0 ,Common Stock,USA,Texas
GBPT,GLOBE PHOTOS INC,Pink No Information,0.009900,,1 ,Common Stock,USA,Nevada
NHVP,NORTHEAST DEV CORP INC,Pink No Information,0.004000,,0 ,Common Stock,USA,Pennsylvania
MOPN,MOP ENVIRONMENTAL SLTNS,Pink No Information,0.002100,,0 ,Common Stock,USA,Connecticut
GRHY,GREEN HYGIENICS INC,Pink No Information,0.001400,,12 ,Common Stock,USA,Nevada
AHROQ,ATHERONOVA INC,Pink No Information,0.006100,,0 ,Common Stock,USA,California
SESI,SES SOLAR INC,Pink No Information,0.068400,-14.5,"101,205 ",Common Stock,USA,Florida
FSTF,FIRST STATE FINCL CORP,Pink No Information,0.245000,,0 ,Common Stock,USA,Florida
SYPT,SCRYPT INC,Pink No Information,0.300000,,0 ,Common Stock,USA,Texas
CFPI,CALIFORNIA STYLE PALMS,Pink No Information,0.227450,,0 ,Common Stock,USA,California
FZRO,FLASHZERO CORP,Pink No Information,0.017500,-7.8947,"366,180 ",Common Stock,USA,Texas
CHOB,CHARTER OAK BANK (CA),Pink No Information,0.005500,-72.5,"5,500 ",Common Stock,USA,California
EGDD,EASTERN GOLDFIELDS INC,Pink No Information,0.026100,,0 ,Common Stock,USA,California
SFBI,SFSB INC,Pink No Information,0.002100,,0 ,Common Stock,USA,Maryland
FAVO,FAVO CAPITAL INC,Pink No Information,1.000000,-8.2569,"8,255 ",Common Stock,USA,New York
HYEG,HYDROGEN ENGINE CTR INC,Pink No Information,0.429700,-5.0387,"37,392 ",Common Stock,USA,Tennessee
MDWK,MDWERKS INC,Pink No Information,0.033750,-15.625,"1,176 ",Common Stock,USA,Florida
LBWR,LABWIRE INC,Pink No Information,0.018500,,0 ,Common Stock,USA,Texas
SUFF,OPHIR RESOURCES CO,Pink No Information,0.010000,,0 ,Common Stock,USA,Nevada
FWDG,FUTUREWORLD CORP,Pink No Information,0.000700,-12.5,"21,217,901 ",Common Stock,USA,Florida
FTFY,FIT AFTER FIFTY INC,Pink No Information,0.026750,6.5737,"84,850 ",Common Stock,USA,
ECRO,ECC CAPITAL CORP,Pink No Information,0.070000,0,"2,000 ",Common Stock,USA,California
ODMO,ODIMO INC,Pink No Information,0.027000,,0 ,Common Stock,USA,Florida
WRMA,WIREMEDIA INC,Pink No Information,0.005000,,0 ,Common Stock,USA,Florida
GGRN,GLOBAL GREEN SLTNS INC,Pink No Information,0.120000,-4,"66,269 ",Common Stock,USA,Nevada
CRVH,CHILCO RIVER HLDGS INC,Pink No Information,0.011100,-7.5,970 ,Common Stock,USA,California
PLFF,ORPHEUM PROPERTY INC,Pink No Information,0.150000,20,"42,000 ",Common Stock,USA,Louisiana
CIVX,CTR INVTS&CNSLTNG INC,Pink No Information,0.001300,0,"3,000 ",Common Stock,USA,Maryland
TEXC,TEXCOM INC,Pink No Information,0.016800,,0 ,Common Stock,USA,Texas
PTRC,PETRO RIVER OIL CORP,Pink No Information,0.069000,28.972,172 ,Common Stock,USA,New York
HDIH,H-D INTL HLDGS GRP,Pink No Information,0.070000,,0 ,Common Stock,USA,Nevada
AESO,ATLANTIC ENERGY SLTNS INC,Pink No Information,0.024800,54.0373,"1,850 ",Common Stock,USA,New York
HSFI,HOMEMLAND SAFETY INTL INC,Pink No Information,0.002500,127.2727,"59,095 ",Common Stock,USA,Texas
